performance_id,week_number,fantasy_points,player_id,last_changed_date
7262,202305,13,1690,2024-03-01
7263,202305,14,1691,2024-03-01
7264,202305,16,1692,2024-03-01
7265,202305,9,1693,2024-03-01
7266,202305,11,1694,2024-03-01
7267,202305,8,1695,2024-03-01
7268,202305,21,1696,2024-03-01
7269,202305,9,1697,2024-03-01
7270,202305,3,1698,2024-03-01
7271,202305,12,1699,2024-03-01
7272,202305,7,1700,2024-03-01
7273,202305,24,1701,2024-03-01
7274,202305,14,1702,2024-03-01
7275,202305,17,1703,2024-03-01
7276,202305,16,1704,2024-03-01
7277,202305,5,1705,2024-03-01
7278,202305,18,1706,2024-03-01
7279,202305,20,1707,2024-03-01
7280,202305,11,1708,2024-03-01
7281,202305,17,1709,2024-03-01
7282,202305,1,1710,2024-03-01
7283,202305,4,1711,2024-03-01
7284,202305,18,1712,2024-03-01
7285,202305,17,1713,2024-03-01
7286,202305,8,1714,2024-03-01
7287,202305,18,1715,2024-03-01
7288,202305,6,1716,2024-03-01
7289,202305,8,1717,2024-03-01
7290,202305,25,1718,2024-03-01
7291,202305,19,1719,2024-03-01
7292,202305,12,1720,2024-03-01
7293,202305,9,1721,2024-03-01
7294,202305,3,1722,2024-03-01
7295,202305,25,1723,2024-03-01
7296,202305,24,1724,2024-03-01
7297,202305,2,1725,2024-03-01
7298,202305,1,1726,2024-03-01
7299,202305,25,1727,2024-03-01
7300,202305,9,1728,2024-03-01
7301,202305,23,1729,2024-03-01
7302,202305,11,1730,2024-03-01
7303,202305,8,1731,2024-03-01
7304,202305,24,1732,2024-03-01
7305,202305,9,1733,2024-03-01
7306,202305,10,1734,2024-03-01
7307,202305,16,1735,2024-03-01
7308,202305,3,1736,2024-03-01
7309,202305,11,1737,2024-03-01
7310,202305,23,1738,2024-03-01
7311,202305,2,1739,2024-03-01
7312,202305,23,1740,2024-03-01
7313,202305,11,1741,2024-03-01
7314,202305,25,1742,2024-03-01
7315,202305,10,1743,2024-03-01
7316,202305,11,1744,2024-03-01
7317,202305,18,1745,2024-03-01
7318,202305,21,1746,2024-03-01
7319,202305,7,1747,2024-03-01
7320,202305,23,1748,2024-03-01
7321,202305,22,1749,2024-03-01
7322,202305,20,1750,2024-03-01
7323,202305,16,1751,2024-03-01
7324,202305,4,1752,2024-03-01
7325,202305,17,1753,2024-03-01
7326,202305,14,1754,2024-03-01
7327,202305,18,1755,2024-03-01
7328,202305,11,1756,2024-03-01
7329,202305,8,1757,2024-03-01
7330,202305,7,1758,2024-03-01
7331,202305,19,1759,2024-03-01
7332,202305,10,1760,2024-03-01
7333,202305,23,1761,2024-03-01
7334,202305,22,1762,2024-03-01
7335,202305,25,1763,2024-03-01
7336,202305,23,1764,2024-03-01
7337,202305,5,1765,2024-03-01
7338,202305,5,1766,2024-03-01
7339,202305,5,1767,2024-03-01
7340,202305,6,1768,2024-03-01
7341,202305,3,1769,2024-03-01
7342,202305,2,1770,2024-03-01
7343,202305,11,1771,2024-03-01
7344,202305,25,1772,2024-03-01
7345,202305,12,1773,2024-03-01
7346,202305,12,1774,2024-03-01
7347,202305,22,1775,2024-03-01
7348,202305,25,1776,2024-03-01
7349,202305,22,1777,2024-03-01
7350,202305,17,1778,2024-03-01
7351,202305,10,1779,2024-03-01
7352,202305,13,1780,2024-03-01
7353,202305,13,1781,2024-03-01
7354,202305,4,1782,2024-03-01
7355,202305,2,1783,2024-03-01
7356,202305,2,1784,2024-03-01
7357,202305,13,1785,2024-03-01
7358,202305,20,1786,2024-03-01
7359,202305,17,1787,2024-03-01
7360,202305,25,1788,2024-03-01
7361,202305,8,1789,2024-03-01
7362,202305,17,1790,2024-03-01
7363,202305,13,1791,2024-03-01
7364,202305,5,1792,2024-03-01
7365,202305,21,1793,2024-03-01
7366,202305,21,1794,2024-03-01
7367,202305,6,1795,2024-03-01
7368,202305,8,1796,2024-03-01
7369,202305,6,1797,2024-03-01
7370,202305,15,1798,2024-03-01
7371,202305,14,1799,2024-03-01
7372,202305,10,1800,2024-03-01
7373,202305,23,1801,2024-03-01
7374,202305,20,1802,2024-03-01
7375,202305,11,1803,2024-03-01
7376,202305,13,1804,2024-03-01
7377,202305,22,1805,2024-03-01
7378,202305,24,1806,2024-03-01
7379,202305,24,1807,2024-03-01
7380,202305,1,1808,2024-03-01
7381,202305,8,1809,2024-03-01
7382,202305,21,1810,2024-03-01
7383,202305,8,1811,2024-03-01
7384,202305,14,1812,2024-03-01
7385,202305,8,1813,2024-03-01
7386,202305,17,1814,2024-03-01
7387,202305,15,1815,2024-03-01
7388,202305,1,1816,2024-03-01
7389,202305,9,1817,2024-03-01
7390,202305,14,1818,2024-03-01
7391,202305,6,1819,2024-03-01
7392,202305,8,1820,2024-03-01
7393,202305,25,1821,2024-03-01
7394,202305,2,1822,2024-03-01
7395,202305,6,1823,2024-03-01
7396,202305,11,1824,2024-03-01
7397,202305,18,1825,2024-03-01
7398,202305,8,1826,2024-03-01
7399,202305,17,1827,2024-03-01
7400,202305,8,1828,2024-03-01
7401,202305,5,1829,2024-03-01
7402,202305,10,1830,2024-03-01
7403,202305,1,1831,2024-03-01
7404,202305,1,1832,2024-03-01
7405,202305,21,1833,2024-03-01
7406,202305,24,1834,2024-03-01
7407,202305,22,1835,2024-03-01
7408,202305,19,1836,2024-03-01
7409,202305,16,1837,2024-03-01
7410,202305,21,1838,2024-03-01
7411,202305,22,1839,2024-03-01
7412,202305,15,1840,2024-03-01
7413,202305,10,1841,2024-03-01
7414,202305,4,1842,2024-03-01
7415,202305,23,1843,2024-03-01
7416,202305,6,1844,2024-03-01
7417,202305,14,1845,2024-03-01
7418,202305,1,1846,2024-03-01
7419,202305,14,1847,2024-03-01
7420,202305,18,1848,2024-03-01
7421,202305,17,1849,2024-03-01
7422,202305,18,1850,2024-03-01
7423,202305,22,1851,2024-03-01
7424,202305,6,1852,2024-03-01
7425,202305,5,1853,2024-03-01
7426,202305,4,1854,2024-03-01
7427,202305,12,1855,2024-03-01
7428,202305,15,1856,2024-03-01
7429,202305,21,1857,2024-03-01
7430,202305,19,1858,2024-03-01
7431,202305,6,1859,2024-03-01
7432,202305,12,1860,2024-03-01
7433,202305,9,1861,2024-03-01
7434,202305,7,1862,2024-03-01
7435,202305,7,1863,2024-03-01
7436,202305,11,1864,2024-03-01
7437,202305,16,1865,2024-03-01
7438,202305,18,1866,2024-03-01
7439,202305,25,1867,2024-03-01
7440,202305,23,1868,2024-03-01
7441,202305,10,1869,2024-03-01
7442,202305,7,1870,2024-03-01
7443,202305,6,1871,2024-03-01
7444,202305,3,1872,2024-03-01
7445,202305,5,1873,2024-03-01
7446,202305,14,1874,2024-03-01
7447,202305,6,1875,2024-03-01
7448,202305,13,1876,2024-03-01
7449,202305,9,1877,2024-03-01
7450,202305,7,1878,2024-03-01
7451,202305,20,1879,2024-03-01
7452,202305,2,1880,2024-03-01
7453,202305,9,1881,2024-03-01
7454,202305,23,1882,2024-03-01
7455,202305,1,1883,2024-03-01
7456,202305,13,1884,2024-03-01
7457,202305,24,1885,2024-03-01
7458,202305,15,1886,2024-03-01
7459,202305,13,1887,2024-03-01
7460,202305,2,1888,2024-03-01
7461,202305,3,1889,2024-03-01
7462,202305,2,1890,2024-03-01
7463,202305,13,1891,2024-03-01
7464,202305,9,1892,2024-03-01
7465,202305,12,1893,2024-03-01
7466,202305,15,1894,2024-03-01
7467,202305,9,1895,2024-03-01
7468,202305,23,1896,2024-03-01
7469,202305,14,1897,2024-03-01
7470,202305,6,1898,2024-03-01
7471,202305,19,1899,2024-03-01
7472,202305,24,1900,2024-03-01
7473,202305,1,1901,2024-03-01
7474,202305,22,1902,2024-03-01
7475,202305,6,1903,2024-03-01
7476,202305,4,1904,2024-03-01
7477,202305,21,1905,2024-03-01
7478,202305,15,1906,2024-03-01
7479,202305,17,1907,2024-03-01
7480,202305,13,1908,2024-03-01
7481,202305,14,1909,2024-03-01
7482,202305,9,1910,2024-03-01
7483,202305,17,1911,2024-03-01
7484,202305,12,1912,2024-03-01
7485,202305,21,1913,2024-03-01
7486,202305,11,1914,2024-03-01
7487,202305,21,1915,2024-03-01
7488,202305,23,1916,2024-03-01
7489,202305,1,1917,2024-03-01
7490,202305,7,1918,2024-03-01
7491,202305,6,1919,2024-03-01
7492,202305,25,1920,2024-03-01
7493,202305,9,1921,2024-03-01
7494,202305,11,1922,2024-03-01
7495,202305,13,1923,2024-03-01
7496,202305,17,1924,2024-03-01
7497,202305,20,1925,2024-03-01
7498,202305,7,1926,2024-03-01
7499,202305,13,1927,2024-03-01
7500,202305,19,1928,2024-03-01
7501,202305,22,1929,2024-03-01
7502,202305,7,1930,2024-03-01
7503,202305,19,1931,2024-03-01
7504,202305,5,1932,2024-03-01
7505,202305,3,1933,2024-03-01
7506,202305,17,1934,2024-03-01
7507,202305,22,1935,2024-03-01
7508,202305,22,1936,2024-03-01
7509,202305,2,1937,2024-03-01
7510,202305,13,1938,2024-03-01
7511,202305,24,1939,2024-03-01
7512,202305,18,1940,2024-03-01
7513,202305,4,1941,2024-03-01
7514,202305,13,1942,2024-03-01
7515,202305,24,1943,2024-03-01
7516,202305,10,1944,2024-03-01
7517,202305,7,1945,2024-03-01
7518,202305,20,1946,2024-03-01
7519,202305,16,1947,2024-03-01
7520,202305,11,1948,2024-03-01
7521,202305,13,1949,2024-03-01
7522,202305,3,1950,2024-03-01
7523,202305,16,1951,2024-03-01
7524,202305,19,1952,2024-03-01
7525,202305,1,1953,2024-03-01
7526,202305,16,1954,2024-03-01
7527,202305,8,1955,2024-03-01
7528,202305,2,1956,2024-03-01
7529,202305,11,1957,2024-03-01
7530,202305,8,1958,2024-03-01
7531,202305,12,1959,2024-03-01
7532,202305,3,1960,2024-03-01
7533,202305,5,1961,2024-03-01
7534,202305,3,1962,2024-03-01
7535,202305,19,1963,2024-03-01
7536,202305,6,1964,2024-03-01
7537,202305,13,1965,2024-03-01
7538,202305,21,1966,2024-03-01
7539,202305,6,1967,2024-03-01
7540,202305,5,1968,2024-03-01
7541,202305,1,1969,2024-03-01
7542,202305,18,1970,2024-03-01
7543,202305,8,1971,2024-03-01
7544,202305,11,1972,2024-03-01
7545,202305,11,1973,2024-03-01
7546,202305,16,1974,2024-03-01
7547,202305,2,1975,2024-03-01
7548,202305,23,1976,2024-03-01
7549,202305,2,1977,2024-03-01
7550,202305,19,1978,2024-03-01
7551,202305,5,1979,2024-03-01
7552,202305,14,1980,2024-03-01
7553,202305,15,1981,2024-03-01
7554,202305,3,1982,2024-03-01
7555,202305,6,1983,2024-03-01
7556,202305,8,1984,2024-03-01
7557,202305,13,1985,2024-03-01
7558,202305,22,1986,2024-03-01
7559,202305,1,1987,2024-03-01
7560,202305,9,1988,2024-03-01
7561,202305,7,1989,2024-03-01
7562,202305,22,1990,2024-03-01
7563,202305,14,1991,2024-03-01
7564,202305,16,1992,2024-03-01
7565,202305,2,1993,2024-03-01
7566,202305,10,1994,2024-03-01
7567,202305,9,1995,2024-03-01
7568,202305,3,1996,2024-03-01
7569,202305,1,1997,2024-03-01
7570,202305,14,1998,2024-03-01
7571,202305,4,1999,2024-03-01
7572,202305,21,2000,2024-03-01
7573,202305,20,2001,2024-03-01
7574,202305,24,2002,2024-03-01
7575,202305,24,2003,2024-03-01
7576,202305,20,2004,2024-03-01
7577,202305,8,2005,2024-03-01
7578,202305,15,2006,2024-03-01
7579,202305,14,2007,2024-03-01
7580,202305,12,2008,2024-03-01
7581,202305,21,2009,2024-03-01
7582,202305,22,2010,2024-03-01
7583,202305,15,2011,2024-03-01
7584,202305,22,2012,2024-03-01
7585,202305,15,2013,2024-03-01
7586,202305,1,2014,2024-03-01
7587,202305,21,2015,2024-03-01
7588,202305,19,2016,2024-03-01
7589,202305,15,2017,2024-03-01
7590,202305,3,2018,2024-03-01
7591,202306,25,1001,2024-03-01
7592,202306,23,1002,2024-03-01
7593,202306,7,1003,2024-03-01
7594,202306,18,1004,2024-03-01
7595,202306,24,1005,2024-03-01
7596,202306,16,1006,2024-03-01
7597,202306,12,1007,2024-03-01
7598,202306,19,1008,2024-03-01
7599,202306,15,1009,2024-03-01
7600,202306,16,1010,2024-03-01
7601,202306,14,1011,2024-03-01
7602,202306,23,1012,2024-03-01
7603,202306,5,1013,2024-03-01
7604,202306,10,1014,2024-03-01
7605,202306,10,1015,2024-03-01
7606,202306,4,1016,2024-03-01
7607,202306,25,1017,2024-03-01
7608,202306,13,1018,2024-03-01
7609,202306,20,1019,2024-03-01
7610,202306,18,1020,2024-03-01
7611,202306,23,1021,2024-03-01
7612,202306,15,1022,2024-03-01
7613,202306,23,1023,2024-03-01
7614,202306,11,1024,2024-03-01
7615,202306,4,1025,2024-03-01
7616,202306,24,1026,2024-03-01
7617,202306,4,1027,2024-03-01
7618,202306,18,1028,2024-03-01
7619,202306,6,1029,2024-03-01
7620,202306,14,1030,2024-03-01
7621,202306,10,1031,2024-03-01
7622,202306,8,1032,2024-03-01
7623,202306,2,1033,2024-03-01
7624,202306,15,1034,2024-03-01
7625,202306,11,1035,2024-03-01
7626,202306,17,1036,2024-03-01
7627,202306,18,1037,2024-03-01
7628,202306,4,1038,2024-03-01
7629,202306,14,1039,2024-03-01
7630,202306,24,1040,2024-03-01
7631,202306,10,1041,2024-03-01
7632,202306,14,1042,2024-03-01
7633,202306,6,1043,2024-03-01
7634,202306,6,1044,2024-03-01
7635,202306,24,1045,2024-03-01
7636,202306,14,1046,2024-03-01
7637,202306,1,1047,2024-03-01
7638,202306,19,1048,2024-03-01
7639,202306,16,1049,2024-03-01
7640,202306,12,1050,2024-03-01
7641,202306,5,1051,2024-03-01
7642,202306,19,1052,2024-03-01
7643,202306,16,1053,2024-03-01
7644,202306,5,1054,2024-03-01
7645,202306,4,1055,2024-03-01
7646,202306,5,1056,2024-03-01
7647,202306,7,1057,2024-03-01
7648,202306,12,1058,2024-03-01
7649,202306,12,1059,2024-03-01
7650,202306,19,1060,2024-03-01
7651,202306,12,1061,2024-03-01
7652,202306,23,1062,2024-03-01
7653,202306,2,1063,2024-03-01
7654,202306,19,1064,2024-03-01
7655,202306,4,1065,2024-03-01
7656,202306,24,1066,2024-03-01
7657,202306,10,1067,2024-03-01
7658,202306,11,1068,2024-03-01
7659,202306,13,1069,2024-03-01
7660,202306,21,1070,2024-03-01
7661,202306,17,1071,2024-03-01
7662,202306,19,1072,2024-03-01
7663,202306,4,1073,2024-03-01
7664,202306,1,1074,2024-03-01
7665,202306,24,1075,2024-03-01
7666,202306,18,1076,2024-03-01
7667,202306,9,1077,2024-03-01
7668,202306,4,1078,2024-03-01
7669,202306,23,1079,2024-03-01
7670,202306,11,1080,2024-03-01
7671,202306,20,1081,2024-03-01
7672,202306,19,1082,2024-03-01
7673,202306,2,1083,2024-03-01
7674,202306,25,1084,2024-03-01
7675,202306,21,1085,2024-03-01
7676,202306,12,1086,2024-03-01
7677,202306,21,1087,2024-03-01
7678,202306,1,1088,2024-03-01
7679,202306,16,1089,2024-03-01
7680,202306,20,1090,2024-03-01
7681,202306,14,1091,2024-03-01
7682,202306,20,1092,2024-03-01
7683,202306,2,1093,2024-03-01
7684,202306,11,1094,2024-03-01
7685,202306,3,1095,2024-03-01
7686,202306,23,1096,2024-03-01
7687,202306,21,1097,2024-03-01
7688,202306,4,1098,2024-03-01
7689,202306,1,1099,2024-03-01
7690,202306,18,1100,2024-03-01
7691,202306,9,1101,2024-03-01
7692,202306,7,1102,2024-03-01
7693,202306,17,1103,2024-03-01
7694,202306,17,1104,2024-03-01
7695,202306,21,1105,2024-03-01
7696,202306,24,1106,2024-03-01
7697,202306,9,1107,2024-03-01
7698,202306,2,1108,2024-03-01
7699,202306,22,1109,2024-03-01
7700,202306,18,1110,2024-03-01
7701,202306,16,1111,2024-03-01
7702,202306,4,1112,2024-03-01
7703,202306,3,1113,2024-03-01
7704,202306,18,1114,2024-03-01
7705,202306,16,1115,2024-03-01
7706,202306,3,1116,2024-03-01
7707,202306,8,1117,2024-03-01
7708,202306,17,1118,2024-03-01
7709,202306,19,1119,2024-03-01
7710,202306,6,1120,2024-03-01
7711,202306,13,1121,2024-03-01
7712,202306,8,1122,2024-03-01
7713,202306,15,1123,2024-03-01
7714,202306,6,1124,2024-03-01
7715,202306,21,1125,2024-03-01
7716,202306,7,1126,2024-03-01
7717,202306,20,1127,2024-03-01
7718,202306,13,1128,2024-03-01
7719,202306,2,1129,2024-03-01
7720,202306,17,1130,2024-03-01
7721,202306,3,1131,2024-03-01
7722,202306,1,1132,2024-03-01
7723,202306,20,1133,2024-03-01
7724,202306,8,1134,2024-03-01
7725,202306,15,1135,2024-03-01
7726,202306,23,1136,2024-03-01
7727,202306,14,1137,2024-03-01
7728,202306,5,1138,2024-03-01
7729,202306,5,1139,2024-03-01
7730,202306,17,1140,2024-03-01
7731,202306,25,1141,2024-03-01
7732,202306,19,1142,2024-03-01
7733,202306,2,1143,2024-03-01
7734,202306,24,1144,2024-03-01
7735,202306,10,1145,2024-03-01
7736,202306,12,1146,2024-03-01
7737,202306,16,1147,2024-03-01
7738,202306,6,1148,2024-03-01
7739,202306,4,1149,2024-03-01
7740,202306,8,1150,2024-03-01
7741,202306,3,1151,2024-03-01
7742,202306,15,1152,2024-03-01
7743,202306,4,1153,2024-03-01
7744,202306,21,1154,2024-03-01
7745,202306,8,1155,2024-03-01
7746,202306,24,1156,2024-03-01
7747,202306,20,1157,2024-03-01
7748,202306,13,1158,2024-03-01
7749,202306,2,1159,2024-03-01
7750,202306,17,1160,2024-03-01
7751,202306,15,1161,2024-03-01
7752,202306,13,1162,2024-03-01
7753,202306,8,1163,2024-03-01
7754,202306,25,1164,2024-03-01
7755,202306,20,1165,2024-03-01
7756,202306,20,1166,2024-03-01
7757,202306,10,1167,2024-03-01
7758,202306,1,1168,2024-03-01
7759,202306,25,1169,2024-03-01
7760,202306,18,1170,2024-03-01
7761,202306,10,1171,2024-03-01
7762,202306,12,1172,2024-03-01
7763,202306,6,1173,2024-03-01
7764,202306,13,1174,2024-03-01
7765,202306,8,1175,2024-03-01
7766,202306,8,1176,2024-03-01
7767,202306,11,1177,2024-03-01
7768,202306,20,1178,2024-03-01
7769,202306,7,1179,2024-03-01
7770,202306,4,1180,2024-03-01
7771,202306,3,1181,2024-03-01
7772,202306,9,1182,2024-03-01
7773,202306,4,1183,2024-03-01
7774,202306,7,1184,2024-03-01
7775,202306,15,1185,2024-03-01
7776,202306,23,1186,2024-03-01
7777,202306,22,1187,2024-03-01
7778,202306,1,1188,2024-03-01
7779,202306,10,1189,2024-03-01
7780,202306,22,1190,2024-03-01
7781,202306,18,1191,2024-03-01
7782,202306,23,1192,2024-03-01
7783,202306,14,1193,2024-03-01
7784,202306,21,1194,2024-03-01
7785,202306,20,1195,2024-03-01
7786,202306,4,1196,2024-03-01
7787,202306,7,1197,2024-03-01
7788,202306,19,1198,2024-03-01
7789,202306,24,1199,2024-03-01
7790,202306,4,1200,2024-03-01
7791,202306,10,1201,2024-03-01
7792,202306,11,1202,2024-03-01
7793,202306,5,1203,2024-03-01
7794,202306,23,1204,2024-03-01
7795,202306,24,1205,2024-03-01
7796,202306,15,1206,2024-03-01
7797,202306,5,1207,2024-03-01
7798,202306,5,1208,2024-03-01
7799,202306,22,1209,2024-03-01
7800,202306,6,1210,2024-03-01
7801,202306,12,1211,2024-03-01
7802,202306,5,1212,2024-03-01
7803,202306,19,1213,2024-03-01
7804,202306,21,1214,2024-03-01
7805,202306,11,1215,2024-03-01
7806,202306,4,1216,2024-03-01
7807,202306,19,1217,2024-03-01
7808,202306,14,1218,2024-03-01
7809,202306,11,1219,2024-03-01
7810,202306,11,1220,2024-03-01
7811,202306,1,1221,2024-03-01
7812,202306,21,1222,2024-03-01
7813,202306,4,1223,2024-03-01
7814,202306,9,1224,2024-03-01
7815,202306,11,1225,2024-03-01
7816,202306,17,1226,2024-03-01
7817,202306,19,1227,2024-03-01
7818,202306,14,1228,2024-03-01
7819,202306,21,1229,2024-03-01
7820,202306,20,1230,2024-03-01
7821,202306,23,1231,2024-03-01
7822,202306,20,1232,2024-03-01
7823,202306,7,1233,2024-03-01
7824,202306,18,1234,2024-03-01
7825,202306,25,1235,2024-03-01
7826,202306,8,1236,2024-03-01
7827,202306,4,1237,2024-03-01
7828,202306,19,1238,2024-03-01
7829,202306,4,1239,2024-03-01
7830,202306,25,1240,2024-03-01
7831,202306,21,1241,2024-03-01
7832,202306,24,1242,2024-03-01
7833,202306,24,1243,2024-03-01
7834,202306,16,1244,2024-03-01
7835,202306,25,1245,2024-03-01
7836,202306,8,1246,2024-03-01
7837,202306,18,1247,2024-03-01
7838,202306,8,1248,2024-03-01
7839,202306,14,1249,2024-03-01
7840,202306,6,1250,2024-03-01
7841,202306,14,1251,2024-03-01
7842,202306,23,1252,2024-03-01
7843,202306,20,1253,2024-03-01
7844,202306,16,1254,2024-03-01
7845,202306,14,1255,2024-03-01
7846,202306,17,1256,2024-03-01
7847,202306,14,1257,2024-03-01
7848,202306,20,1258,2024-03-01
7849,202306,3,1259,2024-03-01
7850,202306,2,1260,2024-03-01
7851,202306,15,1261,2024-03-01
7852,202306,18,1262,2024-03-01
7853,202306,4,1263,2024-03-01
7854,202306,14,1264,2024-03-01
7855,202306,1,1265,2024-03-01
7856,202306,17,1266,2024-03-01
7857,202306,17,1267,2024-03-01
7858,202306,8,1268,2024-03-01
7859,202306,14,1269,2024-03-01
7860,202306,17,1270,2024-03-01
7861,202306,3,1271,2024-03-01
7862,202306,16,1272,2024-03-01
7863,202306,8,1273,2024-03-01
7864,202306,6,1274,2024-03-01
7865,202306,14,1275,2024-03-01
7866,202306,12,1276,2024-03-01
7867,202306,22,1277,2024-03-01
7868,202306,6,1278,2024-03-01
7869,202306,1,1279,2024-03-01
7870,202306,24,1280,2024-03-01
7871,202306,8,1281,2024-03-01
7872,202306,12,1282,2024-03-01
7873,202306,14,1283,2024-03-01
7874,202306,24,1284,2024-03-01
7875,202306,8,1285,2024-03-01
7876,202306,16,1286,2024-03-01
7877,202306,1,1287,2024-03-01
7878,202306,4,1288,2024-03-01
7879,202306,17,1289,2024-03-01
7880,202306,25,1290,2024-03-01
7881,202306,14,1291,2024-03-01
7882,202306,23,1292,2024-03-01
7883,202306,6,1293,2024-03-01
7884,202306,17,1294,2024-03-01
7885,202306,20,1295,2024-03-01
7886,202306,23,1296,2024-03-01
7887,202306,3,1297,2024-03-01
7888,202306,24,1298,2024-03-01
7889,202306,10,1299,2024-03-01
7890,202306,9,1300,2024-03-01
7891,202306,9,1301,2024-03-01
7892,202306,12,1302,2024-03-01
7893,202306,6,1303,2024-03-01
7894,202306,1,1304,2024-03-01
7895,202306,19,1305,2024-03-01
7896,202306,13,1306,2024-03-01
7897,202306,24,1307,2024-03-01
7898,202306,2,1308,2024-03-01
7899,202306,2,1309,2024-03-01
7900,202306,8,1310,2024-03-01
7901,202306,5,1311,2024-03-01
7902,202306,16,1312,2024-03-01
7903,202306,18,1313,2024-03-01
7904,202306,13,1314,2024-03-01
7905,202306,9,1315,2024-03-01
7906,202306,23,1316,2024-03-01
7907,202306,22,1317,2024-03-01
7908,202306,18,1318,2024-03-01
7909,202306,12,1319,2024-03-01
7910,202306,25,1320,2024-03-01
7911,202306,14,1321,2024-03-01
7912,202306,2,1322,2024-03-01
7913,202306,12,1323,2024-03-01
7914,202306,2,1324,2024-03-01
7915,202306,4,1325,2024-03-01
7916,202306,17,1326,2024-03-01
7917,202306,8,1327,2024-03-01
7918,202306,14,1328,2024-03-01
7919,202306,2,1329,2024-03-01
7920,202306,10,1330,2024-03-01
7921,202306,7,1331,2024-03-01
7922,202306,10,1332,2024-03-01
7923,202306,15,1333,2024-03-01
7924,202306,16,1334,2024-03-01
7925,202306,10,1335,2024-03-01
7926,202306,3,1336,2024-03-01
7927,202306,1,1337,2024-03-01
7928,202306,15,1338,2024-03-01
7929,202306,23,1339,2024-03-01
7930,202306,20,1340,2024-03-01
7931,202306,2,1341,2024-03-01
7932,202306,20,1342,2024-03-01
7933,202306,17,1343,2024-03-01
7934,202306,9,1344,2024-03-01
7935,202306,23,1345,2024-03-01
7936,202306,15,1346,2024-03-01
7937,202306,25,1347,2024-03-01
7938,202306,20,1348,2024-03-01
7939,202306,25,1349,2024-03-01
7940,202306,4,1350,2024-03-01
7941,202306,5,1351,2024-03-01
7942,202306,1,1352,2024-03-01
7943,202306,20,1353,2024-03-01
7944,202306,22,1354,2024-03-01
7945,202306,5,1355,2024-03-01
7946,202306,7,1356,2024-03-01
7947,202306,19,1357,2024-03-01
7948,202306,21,1358,2024-03-01
7949,202306,1,1359,2024-03-01
7950,202306,22,1360,2024-03-01
7951,202306,19,1361,2024-03-01
7952,202306,12,1362,2024-03-01
7953,202306,24,1363,2024-03-01
7954,202306,19,1364,2024-03-01
7955,202306,20,1365,2024-03-01
7956,202306,9,1366,2024-03-01
7957,202306,7,1367,2024-03-01
7958,202306,24,1368,2024-03-01
7959,202306,14,1369,2024-03-01
7960,202306,15,1370,2024-03-01
7961,202306,18,1371,2024-03-01
7962,202306,21,1372,2024-03-01
7963,202306,12,1373,2024-03-01
7964,202306,4,1374,2024-03-01
7965,202306,14,1375,2024-03-01
7966,202306,11,1376,2024-03-01
7967,202306,15,1377,2024-03-01
7968,202306,22,1378,2024-03-01
7969,202306,9,1379,2024-03-01
7970,202306,8,1380,2024-03-01
7971,202306,11,1381,2024-03-01
7972,202306,1,1382,2024-03-01
7973,202306,6,1383,2024-03-01
7974,202306,3,1384,2024-03-01
7975,202306,3,1385,2024-03-01
7976,202306,20,1386,2024-03-01
7977,202306,24,1387,2024-03-01
7978,202306,24,1388,2024-03-01
7979,202306,2,1389,2024-03-01
7980,202306,11,1390,2024-03-01
7981,202306,22,1391,2024-03-01
7982,202306,1,1392,2024-03-01
7983,202306,3,1393,2024-03-01
7984,202306,10,1394,2024-03-01
7985,202306,17,1395,2024-03-01
7986,202306,23,1396,2024-03-01
7987,202306,5,1397,2024-03-01
7988,202306,24,1398,2024-03-01
7989,202306,17,1399,2024-03-01
7990,202306,21,1400,2024-03-01
7991,202306,2,1401,2024-03-01
7992,202306,6,1402,2024-03-01
7993,202306,8,1403,2024-03-01
7994,202306,12,1404,2024-03-01
7995,202306,23,1405,2024-03-01
7996,202306,10,1406,2024-03-01
7997,202306,24,1407,2024-03-01
7998,202306,5,1408,2024-03-01
7999,202306,19,1409,2024-03-01
8000,202306,5,1410,2024-03-01
8001,202306,9,1411,2024-03-01
8002,202306,25,1412,2024-03-01
8003,202306,11,1413,2024-03-01
8004,202306,15,1414,2024-03-01
8005,202306,7,1415,2024-03-01
8006,202306,13,1416,2024-03-01
8007,202306,20,1417,2024-03-01
8008,202306,7,1418,2024-03-01
8009,202306,13,1419,2024-03-01
8010,202306,5,1420,2024-03-01
8011,202306,23,1421,2024-03-01
8012,202306,12,1422,2024-03-01
8013,202306,12,1423,2024-03-01
8014,202306,11,1424,2024-03-01
8015,202306,22,1425,2024-03-01
8016,202306,6,1426,2024-03-01
8017,202306,9,1427,2024-03-01
8018,202306,22,1428,2024-03-01
8019,202306,8,1429,2024-03-01
8020,202306,22,1430,2024-03-01
8021,202306,11,1431,2024-03-01
8022,202306,9,1432,2024-03-01
8023,202306,5,1433,2024-03-01
8024,202306,24,1434,2024-03-01
8025,202306,22,1435,2024-03-01
8026,202306,5,1436,2024-03-01
8027,202306,25,1437,2024-03-01
8028,202306,15,1438,2024-03-01
8029,202306,19,1439,2024-03-01
8030,202306,8,1440,2024-03-01
8031,202306,20,1441,2024-03-01
8032,202306,4,1442,2024-03-01
8033,202306,10,1443,2024-03-01
8034,202306,21,1444,2024-03-01
8035,202306,14,1445,2024-03-01
8036,202306,23,1446,2024-03-01
8037,202306,4,1447,2024-03-01
